,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,module
1702,GO:BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,0.0011432068405008871,True,"""The attachment of one cell to another cell via adhesion molecules that are at least partially embedded in the plasma membrane."" [GOC:dos]",275,286,12,26963,0.04195804195804196,0.04363636363636364,query_1,['GO:0098609'],Glut-M4
1703,GO:BP,GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway,0.001154917111456688,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of fibroblast growth factor receptor signaling pathway activity."" [GOC:go_curators]",19,286,4,26963,0.013986013986013986,0.21052631578947367,query_1,"['GO:0008543', 'GO:0009968', 'GO:0040036', 'GO:0090288']",Glut-M4
1704,GO:BP,GO:0010464,regulation of mesenchymal cell proliferation,0.0011587424065591851,True,"""Any process that modulates the frequency, rate or extent of mesenchymal cell proliferation. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets."" [GOC:dph, GOC:tb]",37,286,5,26963,0.017482517482517484,0.13513513513513514,query_1,"['GO:0010463', 'GO:0042127']",Glut-M4
1705,GO:BP,GO:0045597,positive regulation of cell differentiation,0.0012078130338938143,True,"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",971,286,25,26963,0.08741258741258741,0.025746652935118436,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048522', 'GO:0051094']",Glut-M4
1706,GO:BP,GO:0098655,monoatomic cation transmembrane transport,0.0013138834616360268,True,"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]",799,286,22,26963,0.07692307692307693,0.02753441802252816,query_1,"['GO:0006812', 'GO:0034220']",Glut-M4
1707,GO:BP,GO:0032940,secretion by cell,0.0013167560764997268,True,"""The controlled release of a substance by a cell."" [GOC:mah]",917,286,24,26963,0.08391608391608392,0.026172300981461286,query_1,"['GO:0046903', 'GO:0140352']",Glut-M4
1708,GO:BP,GO:0090036,regulation of protein kinase C signaling,0.0013851432646235261,True,"""Any process that modulates the frequency, rate, or extent of a series of reactions, mediated by the intracellular serine/threonine kinase protein kinase C, which occurs as a result of a single trigger reaction or compound."" [GOC:dph, GOC:tb]",20,286,4,26963,0.013986013986013986,0.2,query_1,"['GO:0070528', 'GO:1902531']",Glut-M4
1709,GO:BP,GO:0070528,protein kinase C signaling,0.001455727030178476,True,"""A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase C, which occurs as a result of a single trigger reaction or compound."" [GOC:BHF, GOC:mah]",39,286,5,26963,0.017482517482517484,0.1282051282051282,query_1,['GO:0035556'],Glut-M4
1710,GO:BP,GO:0045595,regulation of cell differentiation,0.0014934561408890435,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1762,286,37,26963,0.12937062937062938,0.020998864926220204,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']",Glut-M4
1711,GO:BP,GO:1990138,neuron projection extension,0.001591410102112978,True,"""Long distance growth of a single neuron projection involved in cellular development. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:BHF, GOC:rl, PMID:22790009]",201,286,10,26963,0.03496503496503497,0.04975124378109453,query_1,"['GO:0048588', 'GO:0048812', 'GO:0060560']",Glut-M4
1712,GO:BP,GO:0014059,regulation of dopamine secretion,0.0016180312762249112,True,"""Any process that modulates the frequency, rate or extent of the regulated release of dopamine."" [GOC:ef]",40,286,5,26963,0.017482517482517484,0.125,query_1,"['GO:0014046', 'GO:0050433']",Glut-M4
1713,GO:BP,GO:0021891,olfactory bulb interneuron development,0.0016238686450825556,True,"""The process whose specific outcome is the progression of an interneuron residing in the olfactory bulb, from its initial commitment, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]",8,286,3,26963,0.01048951048951049,0.375,query_1,"['GO:0021889', 'GO:0021954']",Glut-M4
1714,GO:BP,GO:0016049,cell growth,0.001686767277537764,True,"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]",536,286,17,26963,0.05944055944055944,0.03171641791044776,query_1,"['GO:0009987', 'GO:0040007']",Glut-M4
1715,GO:BP,GO:0043524,negative regulation of neuron apoptotic process,0.001686767277537764,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",203,286,10,26963,0.03496503496503497,0.04926108374384237,query_1,"['GO:0043066', 'GO:0043523', 'GO:0051402']",Glut-M4
1716,GO:BP,GO:0021675,nerve development,0.001874862643525462,True,"""The process whose specific outcome is the progression of a nerve over time, from its formation to the mature structure."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",96,286,7,26963,0.024475524475524476,0.07291666666666667,query_1,"['GO:0007399', 'GO:0048856']",Glut-M4
1717,GO:BP,GO:0021543,pallium development,0.0021217914763876806,True,"""The process whose specific outcome is the progression of the pallium over time, from its formation to the mature structure. The pallium is the roof region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]",209,286,10,26963,0.03496503496503497,0.04784688995215311,query_1,"['GO:0021537', 'GO:0048856']",Glut-M4
1718,GO:BP,GO:0098662,inorganic cation transmembrane transport,0.002305247776229899,True,"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]",776,286,21,26963,0.07342657342657342,0.027061855670103094,query_1,['GO:0098660'],Glut-M4
1719,GO:BP,GO:0031102,neuron projection regeneration,0.0024683940224466553,True,"""The regrowth of neuronal processes such as axons or dendrites in response to their loss or damage."" [GOC:dgh, GOC:dph, GOC:tb]",70,286,6,26963,0.02097902097902098,0.08571428571428572,query_1,"['GO:0031099', 'GO:0031175', 'GO:0033554']",Glut-M4
1720,GO:BP,GO:0043523,regulation of neuron apoptotic process,0.0024912557600854195,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",302,286,12,26963,0.04195804195804196,0.039735099337748346,query_1,"['GO:0042981', 'GO:0051402']",Glut-M4
1721,GO:BP,GO:1903530,regulation of secretion by cell,0.0026855736703430126,True,"""Any process that modulates the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]",670,286,19,26963,0.06643356643356643,0.028358208955223882,query_1,"['GO:0032940', 'GO:0050794', 'GO:0051046']",Glut-M4
1722,GO:BP,GO:0033693,neurofilament bundle assembly,0.0026942436127171056,True,"""The assembly of neurofilaments into bundles, in which the filaments are longitudinally oriented, with numerous crossbridges between them. Neurofilament bundles may be cross-linked to each other, to membrane-bounded organelles or other cytoskeletal structures such as microtubules."" [PMID:11034913, PMID:11264295]",2,286,2,26963,0.006993006993006993,1.0,query_1,['GO:0045110'],Glut-M4
1723,GO:BP,GO:0150045,regulation of synaptic signaling by nitric oxide,0.0026942436127171056,True,"""Any process that modulates the frequency, rate or extent of synaptic signaling by nitric oxide."" [GOC:aruk, GOC:bc, PMID:26311509]",2,286,2,26963,0.006993006993006993,1.0,query_1,"['GO:0010646', 'GO:0023051', 'GO:0099163']",Glut-M4
1724,GO:BP,GO:0060052,neurofilament cytoskeleton organization,0.003184922602803335,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising neurofilaments and their associated proteins."" [GOC:dph]",10,286,3,26963,0.01048951048951049,0.3,query_1,['GO:0045104'],Glut-M4
1725,GO:BP,GO:1904383,response to sodium phosphate,0.003184922602803335,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sodium phosphate stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:24625659]",10,286,3,26963,0.01048951048951049,0.3,query_1,['GO:1902074'],Glut-M4
1726,GO:BP,GO:0051402,neuron apoptotic process,0.0032404207036686263,True,"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]",360,286,13,26963,0.045454545454545456,0.03611111111111111,query_1,['GO:0006915'],Glut-M4
1727,GO:BP,GO:0014046,dopamine secretion,0.0032425213441811284,True,"""The regulated release of dopamine by a cell. Dopamine is a catecholamine and a precursor of adrenaline and noradrenaline. It acts as a neurotransmitter in the central nervous system but it is also produced peripherally and acts as a hormone."" [GOC:ef]",47,286,5,26963,0.017482517482517484,0.10638297872340426,query_1,"['GO:0015872', 'GO:0023061', 'GO:0050432']",Glut-M4
1728,GO:BP,GO:0010810,regulation of cell-substrate adhesion,0.0032649105229259523,True,"""Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]",222,286,10,26963,0.03496503496503497,0.04504504504504504,query_1,"['GO:0030155', 'GO:0031589']",Glut-M4
1729,GO:BP,GO:1902531,regulation of intracellular signal transduction,0.0032888218370273952,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1912,286,38,26963,0.13286713286713286,0.0198744769874477,query_1,"['GO:0009966', 'GO:0035556']",Glut-M4
1730,GO:BP,GO:0007218,neuropeptide signaling pathway,0.0034199084392484438,True,"""A G protein-coupled receptor signaling pathway initiated by a neuropeptide binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process."" [GOC:mah, ISBN:0815316194]",107,286,7,26963,0.024475524475524476,0.06542056074766354,query_1,['GO:0007186'],Glut-M4
1731,GO:BP,GO:0007585,respiratory gaseous exchange by respiratory system,0.0036384216024888064,True,"""The process of gaseous exchange between an organism and its environment. In plants, microorganisms, and many small animals, air or water makes direct contact with the organism's cells or tissue fluids, and the processes of diffusion supply the organism with dioxygen (O2) and remove carbon dioxide (CO2). In larger animals the efficiency of gaseous exchange is improved by specialized respiratory organs, such as lungs and gills, which are ventilated by breathing mechanisms."" [ISBN:0198506732]",76,286,6,26963,0.02097902097902098,0.07894736842105263,query_1,['GO:0032501'],Glut-M4
1732,GO:BP,GO:0051046,regulation of secretion,0.003721509404653477,True,"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]",749,286,20,26963,0.06993006993006994,0.0267022696929239,query_1,"['GO:0046903', 'GO:0051049']",Glut-M4
1733,GO:BP,GO:0048519,negative regulation of biological process,0.0037502522389566517,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5981,286,90,26963,0.3146853146853147,0.015047650894499248,query_1,"['GO:0008150', 'GO:0050789']",Glut-M4
1734,GO:BP,GO:0021953,central nervous system neuron differentiation,0.003919991539662915,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron whose cell body resides in the central nervous system."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",228,286,10,26963,0.03496503496503497,0.043859649122807015,query_1,"['GO:0007417', 'GO:0030182']",Glut-M4
1735,GO:BP,GO:0030902,hindbrain development,0.0039564371408188,True,"""The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium)."" [PMID:4975589, PMID:4992177]",186,286,9,26963,0.03146853146853147,0.04838709677419355,query_1,"['GO:0007420', 'GO:0048856']",Glut-M4
1736,GO:BP,GO:0090037,positive regulation of protein kinase C signaling,0.00408230822051513,True,"""Any process that increases the frequency, rate, or extent of a series of reactions, mediated by the intracellular serine/threonine kinase protein kinase C, which occurs as a result of a single trigger reaction or compound."" [GOC:dph, GOC:tb]",11,286,3,26963,0.01048951048951049,0.2727272727272727,query_1,"['GO:0070528', 'GO:0090036', 'GO:1902533']",Glut-M4
1737,GO:BP,GO:0006939,smooth muscle contraction,0.004115445727553404,True,"""A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Smooth muscle differs from striated muscle in the much higher actin/myosin ratio, the absence of conspicuous sarcomeres and the ability to contract to a much smaller fraction of its resting length."" [GOC:ef, GOC:jl, GOC:mtg_muscle, ISBN:0198506732]",111,286,7,26963,0.024475524475524476,0.06306306306306306,query_1,['GO:0006936'],Glut-M4
1738,GO:BP,GO:0050679,positive regulation of epithelial cell proliferation,0.004115445727553404,True,"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]",230,286,10,26963,0.03496503496503497,0.043478260869565216,query_1,"['GO:0008284', 'GO:0050673', 'GO:0050678']",Glut-M4
1739,GO:BP,GO:0060284,regulation of cell development,0.004140369789734021,True,"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]",939,286,23,26963,0.08041958041958042,0.024494142705005325,query_1,"['GO:0045595', 'GO:0048468']",Glut-M4
1740,GO:BP,GO:0023061,signal release,0.0044998623695649415,True,"""The process in which a signal is secreted or discharged into the extracellular medium from a cellular source."" [GOC:mtg_signal]",589,286,17,26963,0.05944055944055944,0.028862478777589132,query_1,"['GO:0007267', 'GO:0032940']",Glut-M4
1741,GO:BP,GO:0050920,regulation of chemotaxis,0.004982009863563543,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]",236,286,10,26963,0.03496503496503497,0.0423728813559322,query_1,"['GO:0006935', 'GO:0032101', 'GO:0040012']",Glut-M4
1742,GO:BP,GO:0031099,regeneration,0.005126292702368563,True,"""The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."" [GOC:mah, GOC:pr]",237,286,10,26963,0.03496503496503497,0.04219409282700422,query_1,['GO:0048856'],Glut-M4
1743,GO:BP,GO:0099188,postsynaptic cytoskeleton organization,0.005132293892859782,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising cytoskeletal filaments and their associated proteins in the postsynaptic cytoskeleton."" [GOC:dos]",29,286,4,26963,0.013986013986013986,0.13793103448275862,query_1,"['GO:0007010', 'GO:0099173']",Glut-M4
1744,GO:BP,GO:0040011,locomotion,0.00523349833836302,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1278,286,28,26963,0.0979020979020979,0.02190923317683881,query_1,['GO:0008150'],Glut-M4
1745,GO:BP,GO:0065009,regulation of molecular function,0.00523349833836302,True,"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]",773,286,20,26963,0.06993006993006994,0.0258732212160414,query_1,['GO:0065007'],Glut-M4
1746,GO:BP,GO:0007264,small GTPase-mediated signal transduction,0.005582672217998299,True,"""An intracellular signaling cassette in which a small monomeric GTPase relays a signal."" [GOC:mah]",437,286,14,26963,0.04895104895104895,0.032036613272311214,query_1,['GO:0141124'],Glut-M4
1747,GO:BP,GO:0042592,homeostatic process,0.005736559678928198,True,"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]",1834,286,36,26963,0.1258741258741259,0.019629225736095966,query_1,['GO:0008150'],Glut-M4
1748,GO:BP,GO:0040012,regulation of locomotion,0.005974218763124441,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1094,286,25,26963,0.08741258741258741,0.022851919561243144,query_1,"['GO:0040011', 'GO:0050789']",Glut-M4
1749,GO:BP,GO:0001667,ameboidal-type cell migration,0.006439042963331907,True,"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]",245,286,10,26963,0.03496503496503497,0.04081632653061224,query_1,['GO:0016477'],Glut-M4
1750,GO:BP,GO:0050807,regulation of synapse organization,0.006447939160490759,True,"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]",292,286,11,26963,0.038461538461538464,0.03767123287671233,query_1,"['GO:0050803', 'GO:0050808', 'GO:0051128']",Glut-M4
1751,GO:BP,GO:0003015,heart process,0.00671479663927072,True,"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]",247,286,10,26963,0.03496503496503497,0.04048582995951417,query_1,['GO:0003013'],Glut-M4
1752,GO:BP,GO:0021825,substrate-dependent cerebral cortex tangential migration,0.00671479663927072,True,"""The process where neuronal precursors migrate tangentially in the cerebral cortex, primarily guided through physical cell-cell interactions."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",3,286,2,26963,0.006993006993006993,0.6666666666666666,query_1,"['GO:0006929', 'GO:0021800']",Glut-M4
1753,GO:BP,GO:0021823,cerebral cortex tangential migration using cell-cell interactions,0.00671479663927072,True,"""The process in which neurons interact with each other to promote migration along a tangential plane."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]",3,286,2,26963,0.006993006993006993,0.6666666666666666,query_1,['GO:0021825'],Glut-M4
1754,GO:BP,GO:0030505,inorganic diphosphate transport,0.00671479663927072,True,"""The directed movement of inorganic diphosphate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",3,286,2,26963,0.006993006993006993,0.6666666666666666,query_1,['GO:0015698'],Glut-M4
1755,GO:BP,GO:0021827,postnatal olfactory bulb interneuron migration,0.00671479663927072,True,"""The migration of olfactory bulb interneuron precursors in the cerebral cortex that occurs after birth."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]",3,286,2,26963,0.006993006993006993,0.6666666666666666,query_1,"['GO:0021823', 'GO:0021891', 'GO:0022028']",Glut-M4
1756,GO:BP,GO:0097195,pilomotor reflex,0.00671479663927072,True,"""The reflex process in which the arrectores pilorum (hair follicle) muscles contract and cause the hair to stand erect."" [GOC:BHF, PMID:21335239, Wikipedia:Pilomotor_reflex]",3,286,2,26963,0.006993006993006993,0.6666666666666666,query_1,['GO:0060004'],Glut-M4
1757,GO:BP,GO:0040007,growth,0.0069377002011127165,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",1044,286,24,26963,0.08391608391608392,0.022988505747126436,query_1,['GO:0008150'],Glut-M4
1758,GO:BP,GO:2000178,negative regulation of neural precursor cell proliferation,0.007021442958706745,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]",32,286,4,26963,0.013986013986013986,0.125,query_1,"['GO:0008285', 'GO:0061351', 'GO:2000177']",Glut-M4
1759,GO:BP,GO:0060078,regulation of postsynaptic membrane potential,0.0072427100597754306,True,"""Any process that modulates the potential difference across a post-synaptic membrane."" [GOC:dph, GOC:ef]",163,286,8,26963,0.027972027972027972,0.049079754601226995,query_1,['GO:0042391'],Glut-M4
1760,GO:BP,GO:0061351,neural precursor cell proliferation,0.007362761466889458,True,"""The multiplication or reproduction of neural precursor cells, resulting in the expansion of a cell population. A neural precursor cell is either a nervous system stem cell or a nervous system progenitor cell."" [GOC:dph, GOC:yaf]",206,286,9,26963,0.03146853146853147,0.043689320388349516,query_1,['GO:0008283'],Glut-M4
1761,GO:BP,GO:0003013,circulatory system process,0.007362761466889458,True,"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]",563,286,16,26963,0.055944055944055944,0.028419182948490232,query_1,['GO:0003008'],Glut-M4
1762,GO:BP,GO:0030155,regulation of cell adhesion,0.00742151936203706,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",800,286,20,26963,0.06993006993006994,0.025,query_1,"['GO:0007155', 'GO:0050794']",Glut-M4
1763,GO:BP,GO:0050803,regulation of synapse structure or activity,0.00742151936203706,True,"""Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai]",299,286,11,26963,0.038461538461538464,0.03678929765886288,query_1,['GO:0065008'],Glut-M4
1764,GO:BP,GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,0.007660803512732421,True,"""Any process that modulates the frequency, rate or extent of fibroblast growth factor receptor signaling pathway activity."" [GOC:go_curators]",33,286,4,26963,0.013986013986013986,0.12121212121212122,query_1,"['GO:0008543', 'GO:0009966', 'GO:0090287']",Glut-M4
1765,GO:BP,GO:0007271,"synaptic transmission, cholinergic",0.007660803512732421,True,"""The vesicular release of acetylcholine from a presynapse, across a chemical synapse, the subsequent activation of dopamine receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:dos, Wikipedia:Cholinergic]",33,286,4,26963,0.013986013986013986,0.12121212121212122,query_1,['GO:0007268'],Glut-M4
1766,GO:BP,GO:2000177,regulation of neural precursor cell proliferation,0.007752188672684616,True,"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]",126,286,7,26963,0.024475524475524476,0.05555555555555555,query_1,"['GO:0042127', 'GO:0061351']",Glut-M4
1767,GO:BP,GO:0017157,regulation of exocytosis,0.008229841601034177,True,"""Any process that modulates the frequency, rate or extent of exocytosis."" [GOC:go_curators]",210,286,9,26963,0.03146853146853147,0.04285714285714286,query_1,"['GO:0006887', 'GO:0060627', 'GO:1903530']",Glut-M4
1768,GO:BP,GO:0040017,positive regulation of locomotion,0.008277902099266675,True,"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",629,286,17,26963,0.05944055944055944,0.02702702702702703,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048518']",Glut-M4
1769,GO:BP,GO:0009914,hormone transport,0.008277902099266675,True,"""The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:tb]",406,286,13,26963,0.045454545454545456,0.03201970443349754,query_1,"['GO:0006810', 'GO:0010817']",Glut-M4
1770,GO:BP,GO:0099560,synaptic membrane adhesion,0.008388140031036247,True,"""The attachment of presynaptic membrane to postsynaptic membrane via adhesion molecules that are at least partially embedded in the plasma membrane."" [GOC:dos]",34,286,4,26963,0.013986013986013986,0.11764705882352941,query_1,"['GO:0050808', 'GO:0098742']",Glut-M4
1771,GO:BP,GO:0048523,negative regulation of cellular process,0.008388140031036247,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5732,286,85,26963,0.2972027972027972,0.014829030006978368,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']",Glut-M4
1772,GO:BP,GO:0048678,response to axon injury,0.008388140031036247,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an axon injury stimulus."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]",92,286,6,26963,0.02097902097902098,0.06521739130434782,query_1,['GO:0009611'],Glut-M4
1773,GO:BP,GO:0018958,phenol-containing compound metabolic process,0.008648143930357153,True,"""The chemical reactions and pathways involving a phenol, any compound containing one or more hydroxyl groups directly attached to an aromatic carbon ring."" [ISBN:0198506732]",129,286,7,26963,0.024475524475524476,0.05426356589147287,query_1,['GO:1901615'],Glut-M4
1774,GO:BP,GO:0031589,cell-substrate adhesion,0.008677053848006091,True,"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]",357,286,12,26963,0.04195804195804196,0.03361344537815126,query_1,['GO:0007155'],Glut-M4
1775,GO:BP,GO:0050769,positive regulation of neurogenesis,0.009450774349230197,True,"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]",310,286,11,26963,0.038461538461538464,0.035483870967741936,query_1,"['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']",Glut-M4
1776,GO:BP,GO:0009612,response to mechanical stimulus,0.00981777515609865,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:hb]",263,286,10,26963,0.03496503496503497,0.03802281368821293,query_1,"['GO:0009605', 'GO:0009628']",Glut-M4
1777,GO:BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.00981777515609865,True,"""Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]",263,286,10,26963,0.03496503496503497,0.03802281368821293,query_1,"['GO:0007178', 'GO:0009966']",Glut-M4
1778,GO:BP,GO:0015872,dopamine transport,0.009910560525084182,True,"""The directed movement of dopamine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Dopamine is a catecholamine neurotransmitter and a metabolic precursor of noradrenaline and adrenaline."" [GOC:ai]",63,286,5,26963,0.017482517482517484,0.07936507936507936,query_1,['GO:0051937'],Glut-M4
1779,GO:BP,GO:0050433,regulation of catecholamine secretion,0.009910560525084182,True,"""Any process that modulates the frequency, rate or extent of the regulated release of catecholamines."" [GOC:ai]",63,286,5,26963,0.017482517482517484,0.07936507936507936,query_1,"['GO:0050432', 'GO:0051952', 'GO:1903530']",Glut-M4
1780,GO:BP,GO:0060074,synapse maturation,0.009910560525084182,True,"""The process that organizes a synapse so that it attains its fully functional state. Synaptic maturation plays a critical role in the establishment of effective synaptic connections in early development."" [GOC:dph, GOC:ef]",36,286,4,26963,0.013986013986013986,0.1111111111111111,query_1,"['GO:0007399', 'GO:0021700', 'GO:0050808']",Glut-M4
1781,GO:BP,GO:0006887,exocytosis,0.009910560525084182,True,"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for example of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]",364,286,12,26963,0.04195804195804196,0.03296703296703297,query_1,"['GO:0016192', 'GO:0032940']",Glut-M4
1782,GO:BP,GO:0099170,postsynaptic modulation of chemical synaptic transmission,0.009910560525084182,True,"""Any process, acting in the postsynapse that results in modulation of chemical synaptic transmission."" [GOC:dos]",36,286,4,26963,0.013986013986013986,0.1111111111111111,query_1,['GO:0050804'],Glut-M4
